Date,EEM,EWC,EWJ,IEUR,SPLG,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2020-01-03,-0.01856709003789958,-0.00500335995392065,-0.011025840867657899,-0.01134545002966425,-0.006292152209658841,-0.016144848379745058,-0.00645035794694182,-0.0029713473143396785,-0.01061793064592842,-0.0019272291898443372,-0.011243071901071877,-0.001600213049267607,0.0073260292392181015,0.0020372150173404435,-0.00871419212107194,-0.008510189982336103
2020-01-06,-0.0024482220302510793,0.005028519446748092,0.003547250623678444,0.0018118964013471572,0.003165887121098221,-0.004353644866517792,0.013355333547447001,0.007781527876048688,-0.0006502075111965988,0.0003620911400179505,0.0023821690585208444,0.0020837605593739816,0.00025974745828416523,0.0009383524713615365,0.006222642195262473,0.0027817030117640584
2020-01-07,-0.0006693530226296041,0.0010007005618208886,0.0016832938369284456,-0.004019476268619981,-0.002630059355211989,-0.0011772937864265032,0.0012816883451014505,-0.002628525320433117,-0.006508311971401559,-0.002051006056010496,-0.00043223412878390377,-0.007678656151059449,-0.010906200462890148,-0.001406209187176266,-0.0019631602985712426,-0.0015848810932604929
2020-01-08,0.00580478526801409,-0.0009997001613077927,0.00016791246426928197,0.001816100330674697,0.005273879755102184,0.0035360443222889337,0.007129632357273374,-0.016471779905102846,0.0065509475819733876,0.0033850346836952205,0.010700773485759152,0.0037079121463163833,0.0049881418927399945,-0.00046925353097915234,0.006491583879938645,0.0030162959516670806
2020-01-09,0.006659357422061252,0.0016679771248850894,0.007056571075147788,0.0012083874016102225,0.007345133749168786,0.003691220482151092,0.005264051174647566,0.007369077364742571,0.0061828583202150345,0.0042172708898713385,0.011335689499358814,0.007067155437153527,-0.0002612402540944636,0.005478958405876755,0.004299946351904893,0.005302054384309862
2020-01-10,0.005292242999948016,-0.000666165414391684,-0.007007124800957443,-0.004626848197827216,-0.0028641874374770726,-0.00401189875771224,-0.0039724464538077875,-0.0056524150800856265,-0.007438474332319589,-0.007079258634422381,-0.002326335836589144,-0.0006381080806618922,0.009668053090407636,0.0026468270431043717,0.0002918544109968835,-0.005431657329733719
2020-01-13,0.015573641533981553,0.005331520125084532,0.0057125798649477755,0.004042131386808201,0.007573530483759416,0.012923571436275871,0.009427145463975828,0.0003340831190652427,0.0068424642625510845,0.008217824106966809,0.012506358805279172,0.006543279342645647,0.012163600289408771,0.006055652598466743,-0.0035019639662117186,0.0031661286790019005
2020-01-14,-0.005615749106682388,0.0006630033148746772,0.0003340016171233806,0.0008051353717211107,-0.0018144158105880548,-0.004142431608987307,-0.0025142406835412245,0.00016714868535361305,-0.0019417037507771795,0.00011955679063002655,-0.004710532394103906,0.0003171471725393893,-0.004858227393623293,0.002932724769973527,0.006052178239108752,-0.00031560094531024596
2020-01-15,-0.007819393102403427,0.005299732023668069,-0.0036739830340078994,0.0010054962291625724,0.002077449129594955,0.0068218725361459676,0.0048612028345422775,-0.007352824401779756,-0.005512426813502946,0.001557966970538116,0.0011570556224373973,0.007132564380402773,0.006937263416744388,0.014004087946448252,0.008635637363987758,-0.0022887343101872792
2020-01-16,0.006348629077101098,0.005271934047448079,0.0006703834028665145,0.0044205545597244544,0.008810746744684073,0.005949439218959407,0.007704885065892508,0.0016834225379904755,0.008803539411739614,0.009931947728447632,0.013446896399822661,0.002675671230982557,0.008931099177572843,0.0062229588584725715,0.005195196343906305,0.008938968696139638
2020-01-17,0.005655783072059606,0.002294195496591156,0.0006700749438879328,0.005000958132970856,0.0025683668082812083,0.004435812722861421,0.00782347222173474,-0.00638654974865227,0.002908927387655913,0.00011848044953510772,0.006737709238721523,0.0017265777996680054,0.00126469406634655,0.006937726147269396,0.0,0.003528271518399295
2020-01-21,-0.025308120161590675,0.00032702204135559576,-0.00535644771429955,-0.0071655379420518805,-0.0017932830603543115,-0.010794947502078545,-0.0008820956961889115,-0.017929304149574166,-0.008379026055557515,-0.011017475681147193,-0.0004118571246409797,0.0034471342085919954,0.010103373014044292,0.009137330752764017,0.0010525441276600933,-0.0030470259212020956
